category,faam_property,type,value,base_url
metadata,label,string,madrigal,
metadata,label,string,madrigal,
metadata,description,string,secular vocal music composition of the Renaissance and early Baroque eras,
metadata,nodegoat_id,id,15990663,
metadata,qid,externalid,Q193217,http://wwww.wikidata.org/entity/
metadata,aliases,string,madrigale,
metadata,aliases,string,madrigal,
