category,faam_property,type,value,base_url
metadata,label,string,Belgium,
metadata,label,string,Belgium,
metadata,description,string,country in western Europe,
metadata,id,id,QbfXawnE,
metadata,nodegoat_id,id,15998694,
metadata,qid,externalid,Q31,http://wwww.wikidata.org/entity/
metadata,aliases,string,Kingdom of Belgium,
metadata,aliases,string,Belgium,
