category,faam_property,type,value,base_url,label
metadata,label,string,alto horn,,
metadata,description,string,brass instrument in the saxhorn family usually pitched in E♭,,
metadata,aliases,string,Althorn,,
metadata,aliases,string,E♭ horn,,
metadata,aliases,string,cavalry horn,,
metadata,aliases,string,E-flat horn,,
metadata,aliases,string,tenor horn,,
metadata,aliases,string,alto horn,,
metadata,qid,externalid,Q157420,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15990831,,
statements,instance of,item,BnwWc34X,,
statements,subclass of,item,Ecx7xgeY,,
