category,faam_property,type,value,base_url,label
metadata,label,string,Sonata K. 2,,
metadata,label,string,"Keyboard Sonata in G major, K.2",,
metadata,description,string,sonata by Domenico Scarlatti,,
metadata,id,id,Kp8jxSVv,,
metadata,nodegoat_id,id,16003394,,
metadata,aliases,string,"Keyboard Sonata in G major, L.388",,
metadata,aliases,string,Sonata K. 2,,
metadata,qid,externalid,Q67199887,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"Keyboard Sonata in G major, K.2 (Scarlatti, Domenico)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,293775750,https://viaf.org/viaf/,
statements,form of creative work,item,E2chmtzQ,,sonata
statements,creator,item,Na5pMDjZ,,Domenico Scarlatti
statements,adapted by,item,S2wjk8Yx,,Alessandro Longo
statements,adapted by,item,keeLgW85,,Emil von Sauer
statements,adapted by,item,QaVwJP8Q,,Louis Oesterle
statements,adapted by,item,diZHfNq6,,Adolphe Wouters
statements,adapted by,item,YdWwzL5r,,Carl Czerny
