category,faam_property,type,value,base_url,label
metadata,label,string,"Keyboard Sonata in D major, K.435",,
metadata,description,string,sonata by Domenico Scarlatti,,
metadata,aliases,string,"Keyboard Sonata in D major, L.361",,
metadata,aliases,string,Sonata K. 435,,
metadata,qid,externalid,Q74594905,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16003828,,
statements,IMSLP ID,externalid,"Keyboard Sonata in D major, K.435 (Scarlatti, Domenico)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,182840212,https://viaf.org/viaf/,
statements,form of creative work,item,RtkoMT89,,sonata
statements,creator,item,PXYCpRXf,,Domenico Scarlatti
statements,adapted by,item,jm4QpjVW,,Carl Czerny
statements,adapted by,item,5gAsc3pE,,Alessandro Longo
