category,faam_property,type,value,base_url
metadata,label,string,fairy,
metadata,label,string,fairy,
metadata,description,string,mythical being or legendary creature in European folklore,
metadata,id,id,PvPvtHY2,
metadata,nodegoat_id,id,15990695,
metadata,qid,externalid,Q8028,http://wwww.wikidata.org/entity/
metadata,aliases,string,faery,
metadata,aliases,string,faerie,
metadata,aliases,string,fay,
metadata,aliases,string,fae,
metadata,aliases,string,wee folk,
metadata,aliases,string,good folk,
metadata,aliases,string,fair folk,
metadata,aliases,string,fairies,
metadata,aliases,string,fey,
metadata,aliases,string,good neighbours,
metadata,aliases,string,fairy folk,
metadata,aliases,string,fairy,
