category,faam_property,type,value,base_url
metadata,label,string,United States,
metadata,label,string,United States of America,
metadata,description,string,country located primarily in North America,
metadata,id,id,LbfJnd9y,
metadata,nodegoat_id,id,15998695,
metadata,qid,externalid,Q30,http://wwww.wikidata.org/entity/
metadata,aliases,string,the States,
metadata,aliases,string,the United States of America,
metadata,aliases,string,US of America,
metadata,aliases,string,the US,
metadata,aliases,string,the U.S.,
metadata,aliases,string,the US of A,
metadata,aliases,string,U.S. of America,
metadata,aliases,string,the US of America,
metadata,aliases,string,the USA,
metadata,aliases,string,the U.S.A.,
metadata,aliases,string,the U.S. of A,
metadata,aliases,string,US of A,
metadata,aliases,string,the U.S. of America,
metadata,aliases,string,the United States,
metadata,aliases,string,Merica,
metadata,aliases,string,Murica,
metadata,aliases,string,United States of North America,
metadata,aliases,string,United States of America,
metadata,aliases,string,US,
metadata,aliases,string,USA,
metadata,aliases,string,U.S.,
metadata,aliases,string,U.S.A.,
metadata,aliases,string,U. S.,
metadata,aliases,string,U. S. A.,
metadata,aliases,string,America,
metadata,aliases,string,usa,
metadata,aliases,string,United States,
