category,faam_property,type,value,base_url,label
metadata,label,string,De Herbergprinses,,
metadata,label,string,De Herbergprinses,,
metadata,description,string,opera by Jan Blockx,,
metadata,id,id,iDr4o25a,,
metadata,nodegoat_id,id,15999426,,
metadata,aliases,string,Princesse d'Auberge,,
metadata,aliases,string,De Herbergprinses,,
metadata,qid,externalid,Q89031849,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"Herbergprinses (Blockx, Jan)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,185145067218766631228,https://viaf.org/viaf/,
statements,form of creative work,item,hxYumS2J,,opera
statements,creator,item,MGWwFDSr,,Jan Blockx
