category,faam_property,type,value,base_url,label
metadata,label,string,"Gott fähret auf mit Jauchzen, BWV 43",,
metadata,description,string,church cantata by Johann Sebastian Bach composed for the feast of Ascension,,
metadata,aliases,string,"Gott fähret auf mit Jauchzen, BWV 43",,
metadata,qid,externalid,Q1538906,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16004337,,
statements,IMSLP ID,externalid,"Gott fähret auf mit Jauchzen, BWV 43 (Bach, Johann Sebastian)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,181021469,https://viaf.org/viaf/,
statements,form of creative work,item,QELJUJBf,,church cantata
statements,creator,item,GecAsFfL,,Johann Sebastian Bach
statements,adapted by,item,T4UPmCxj,,Robert Franz
