category,faam_property,type,value,base_url,label
metadata,label,string,Benedictus Dominus Deus Israel,,
metadata,description,string,motet by Orazio Vecchi,,
metadata,aliases,string,Canticum Zachariae,,
metadata,aliases,string,Benedictus Dominus Deus Israel,,
metadata,qid,externalid,Q124315699,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,16002018,,
statements,form of creative work,item,ik3NwdWW,,motet
statements,form of creative work,item,BdJHjaCE,,liturgical music
statements,creator,item,aRavxXV3,,Orazio Vecchi
statements,adapted by,item,PiHf7TsH,,Johann Gottfried Ferrenberg
