category,faam_property,type,value,base_url,label
metadata,label,string,underline,,
metadata,description,string,horizontal line immediately below a portion of writing,,
metadata,aliases,string,underlining,,
metadata,aliases,string,underline,,
metadata,qid,externalid,Q1187096,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15992112,,
statements,instance of,item,DidEqfmX,,glyph
statements,used by,item,9QaFAsRL,,scholar (owner)
statements,used by,item,oMERLdSN,,performer
statements,used by,item,AcFWzeQH,,conductor
