category,faam_property,type,value,base_url,label
metadata,label,string,Sonata K. 283,,
metadata,label,string,"Keyboard Sonata in G major, K.283",,
metadata,description,string,sonata by Domenico Scarlatti,,
metadata,id,id,jqxb6aCb,,
metadata,nodegoat_id,id,16003676,,
metadata,aliases,string,"Keyboard Sonata in G major, L.318",,
metadata,aliases,string,Sonata K. 283,,
metadata,qid,externalid,Q78243439,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"Keyboard Sonata in G major, K.283 (Scarlatti, Domenico)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,293657288,https://viaf.org/viaf/,
statements,form of creative work,item,E2chmtzQ,,sonata
statements,creator,item,Na5pMDjZ,,Domenico Scarlatti
statements,adapted by,item,S2wjk8Yx,,Alessandro Longo
statements,adapted by,item,YdWwzL5r,,Carl Czerny
