category,faam_property,type,value,base_url
metadata,label,string,Kingdom of Italy,
metadata,label,string,Kingdom of Italy,
metadata,description,string,(962 – 1801) constituent kingdom of the Holy Roman Empire,
metadata,nodegoat_id,id,16004419,
metadata,qid,externalid,Q838931,http://wwww.wikidata.org/entity/
metadata,aliases,string,Regnum Italiae,
metadata,aliases,string,Regnum Italicum,
metadata,aliases,string,Italian Kingdom,
metadata,aliases,string,Italy,
metadata,aliases,string,Regnum Italicorum,
metadata,aliases,string,Kingdom of Italy,
