category,faam_property,type,value,base_url
metadata,label,string,double bass,
metadata,label,string,double bass,
metadata,description,string,acoustic stringed instrument of the violin family,
metadata,id,id,5cucf8tb,
metadata,nodegoat_id,id,15990827,
metadata,qid,externalid,Q80019,http://wwww.wikidata.org/entity/
metadata,aliases,string,string bass,
metadata,aliases,string,upright bass,
metadata,aliases,string,doghouse bass,
metadata,aliases,string,contrabass,
metadata,aliases,string,stand-up bass,
metadata,aliases,string,bull fiddle,
metadata,aliases,string,jazz bass,
metadata,aliases,string,bass viol,
metadata,aliases,string,bass (stringed instrument),
metadata,aliases,string,double bass,
