category,faam_property,type,value,base_url,label
metadata,label,string,Giusto Fernando Tenducci,,
metadata,label,string,Giusto Fernando Tenducci,,
metadata,description,string,Italian castrato opera singer and compose in Britain; (1736-1790),,
metadata,nodegoat_id,id,15996185,,
metadata,aliases,string,Giusto Fernando Tenducci,,
metadata,qid,externalid,Q3771763,http://wwww.wikidata.org/entity/,
statements,VIAF ID,externalid,231346334,https://viaf.org/viaf/,
statements,RISM ID,externalid,people/30003615,https://rism.online/,
statements,IMSLP ID,externalid,"Category:Tenducci,_Giusto_Ferdinando",https://imslp.org/wiki/,
statements,date of birth,date,1735,,
statements,date of death,date,1790-01-25,,
statements,instance of,item,ZwquHrbe,,human
statements,occupation,item,KZLqHwSf,,composer
statements,occupation,item,n9MN9cLo,,opera singer
statements,sex or gender,item,VAnkqco6,,male
statements,place of birth,item,VnUfpuXj,,Siena
statements,place of death,item,KBhkLubU,,Genoa
statements,instrument,item,KJkThvsq,,voice
