category,faam_property,type,value,base_url
metadata,label,string,Germany,
metadata,description,string,country in Central Europe,
metadata,aliases,string,Federal Republic of Germany,
metadata,aliases,string,Deutschland,
metadata,aliases,string,BR Deutschland,
metadata,aliases,string,Bundesrepublik Deutschland,
metadata,aliases,string,Germany,
metadata,qid,externalid,Q183,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15998725,
statements,GeoNames ID,externalid,2921044,https://www.geonames.org/
