category,faam_property,type,value,base_url,label
metadata,label,string,"Natural History Museum, Berlin",,
metadata,description,string,"natural history museum in Berlin, Germany",,
metadata,aliases,string,Naturkundemuseum,,
metadata,aliases,string,Museum für Naturkunde,,
metadata,aliases,string,Museum für Naturkunde - Leibniz Institute for Evolution and Biodiversity Science,,
metadata,aliases,string,Natural History Museum Berlin,,
metadata,aliases,string,Museum für Naturkunde - Leibniz-Institut für Evolutions- und Biodiversitätsforschung,,
metadata,aliases,string,Humboldt-Museum Berlin,,
metadata,aliases,string,Naturkundemuseum Berlin,,
metadata,aliases,string,Museum für Naturkunde Berlin,,
metadata,aliases,string,"Museum für Naturkunde, Leibniz Institute for Research on Evolution and Biodiversity at the Humboldt University Berlin",,
metadata,aliases,string,"Natural History Museum, Berlin",,
metadata,aliases,string,Museum für Naturkunde - Leibniz Institute for Evolution and Biodiversity Science,,
metadata,qid,externalid,Q233098,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15991059,,
statements,place,item,fbXP4irq,,
statements,place,item,PNeLQZnK,,Berlin
statements,country,item,CTNhzr7a,,Germany
