category,faam_property,type,value,base_url
metadata,label,string,basketball player,
metadata,label,string,singer-songwriter,
metadata,description,string,person who plays in basketball,
metadata,nodegoat_id,id,15990936,
metadata,qid,externalid,Q3665646,http://wwww.wikidata.org/entity/
metadata,aliases,string,basketballer,
metadata,aliases,string,professional basketball player,
metadata,aliases,string,hoopster,
metadata,aliases,string,cager,
metadata,aliases,string,basketeer,
metadata,aliases,string,basketball player,
