category,faam_property,type,value,base_url
metadata,label,string,Second French Empire,
metadata,label,string,Second French Empire,
metadata,description,string,"government of France under Napoleon III, from 1852 to 1870",
metadata,id,id,Jb3ucfVt,
metadata,nodegoat_id,id,15997629,
metadata,qid,externalid,Q71092,http://wwww.wikidata.org/entity/
metadata,aliases,string,"Second Empire, 1852-1870",
metadata,aliases,string,Second Empire,
metadata,aliases,string,1852-1870,
metadata,aliases,string,Second French Empire,
