category,faam_property,type,value,base_url
metadata,label,string,Australia,
metadata,label,string,Australia,
metadata,description,string,country in Oceania,
metadata,nodegoat_id,id,15998627,
metadata,qid,externalid,Q408,http://wwww.wikidata.org/entity/
metadata,aliases,string,Commonwealth of Australia,
metadata,aliases,string,Straya,
metadata,aliases,string,Aussieland,
metadata,aliases,string,Oz,
metadata,aliases,string,Stralia,
metadata,aliases,string,New Holland,
metadata,aliases,string,New Hollandia,
metadata,aliases,string,Nova Hollandia,
metadata,aliases,string,Down Under,
metadata,aliases,string,Stria,
metadata,aliases,string,The Commonwealth of Australia,
metadata,aliases,string,AU,
metadata,aliases,string,AUS,
metadata,aliases,string,Australia,
