category,faam_property,type,value,base_url
metadata,label,string,Prince-Bishopric of Liège,
metadata,label,string,Prince-Bishopric of Liège,
metadata,description,string,ecclesiastic state of the Holy Roman Empire,
metadata,id,id,AuFszdee,
metadata,nodegoat_id,id,16004411,
metadata,qid,externalid,Q158835,http://wwww.wikidata.org/entity/
metadata,aliases,string,Prince-Bishopric of Liege,
metadata,aliases,string,Principality of Liège,
metadata,aliases,string,Principality of Liege,
metadata,aliases,string,Prince-Bishopric of Liège,
