category,faam_property,type,value,base_url
metadata,label,string,Papal States,
metadata,label,string,Papal States,
metadata,description,string,territories mostly in the Appenine Peninsula under the sovereign direct rule of the pope between 756–1870,
metadata,id,id,HixucMeq,
metadata,nodegoat_id,id,16004404,
metadata,qid,externalid,Q170174,http://wwww.wikidata.org/entity/
metadata,aliases,string,Papal State,
metadata,aliases,string,Church State,
metadata,aliases,string,State of the Church,
metadata,aliases,string,Stato della Chiesa,
metadata,aliases,string,Status Ecclesiae,
metadata,aliases,string,Ecclesiastical States,
metadata,aliases,string,Church States,
metadata,aliases,string,States of the Church,
metadata,aliases,string,Papal States,
