category,faam_property,type,value,base_url,label
metadata,label,string,Sonata K. 487,,
metadata,label,string,"Keyboard Sonata in C major, K.487",,
metadata,description,string,sonata by Domenico Scarlatti,,
metadata,id,id,JAAM6XaC,,
metadata,nodegoat_id,id,16003880,,
metadata,aliases,string,"Keyboard Sonata in C major, L.202",,
metadata,aliases,string,Sonata K. 487,,
metadata,qid,externalid,Q67200013,http://wwww.wikidata.org/entity/,
statements,IMSLP ID,externalid,"Keyboard Sonata in C major, K.487 (Scarlatti, Domenico)",https://imslp.org/wiki/,
statements,VIAF ID,externalid,293946907,https://viaf.org/viaf/,
statements,form of creative work,item,E2chmtzQ,,sonata
statements,creator,item,Na5pMDjZ,,Domenico Scarlatti
statements,adapted by,item,5eke3MxL,,Michele Esposito
statements,adapted by,item,S2wjk8Yx,,Alessandro Longo
statements,adapted by,item,8W3GQvBB,,Thomas Dunhill
statements,adapted by,item,YdWwzL5r,,Carl Czerny
statements,adapted by,item,L3TJBa5S,,Carl Tausig
