category,faam_property,type,value,base_url
metadata,label,string,Tournai,
metadata,label,string,Tournai,
metadata,description,string,"city in Wallonia, Belgium",
metadata,id,id,3CH4Jm7e,
metadata,nodegoat_id,id,5091,
metadata,qid,externalid,Q173219,http://wwww.wikidata.org/entity/
metadata,aliases,string,Tournai,
metadata,aliases,string,Doornik,
metadata,aliases,string,Tournay,
statements,GeoNames ID,externalid,2785341,https://www.geonames.org/
statements,GeoNames ID,externalid,BE,https://www.geonames.org/
