category,faam_property,type,value,base_url,label
metadata,label,string,dynamic,,
metadata,description,string,volume of a sound or note,,
metadata,aliases,string,dynamic,,
metadata,qid,externalid,Q113558,http://wwww.wikidata.org/entity/,
metadata,nodegoat_id,id,15992201,,
statements,subclass of,item,FhGnBYy4,,
statements,subclass of,item,g6U2d6qZ,,
statements,instance of,item,QAugiyuY,,aspect of sound
statements,musical parameter,item,4asnL3fC,,loudness
statements,used by,item,YvQmwaaW,,composer
statements,used by,item,AcFWzeQH,,conductor
statements,used by,item,6UPEJgTQ,,editor
