category,faam_property,type,value,base_url
metadata,label,string,cartographer,
metadata,label,string,publisher,
metadata,description,string,person preparing geographical maps,
metadata,nodegoat_id,id,15991010,
metadata,qid,externalid,Q1734662,http://wwww.wikidata.org/entity/
metadata,aliases,string,cartographer,
