category,faam_property,type,value,base_url
metadata,label,string,Muzaffarids of Iran,
metadata,label,string,Muzaffarids of Iran,
metadata,description,string,former country,
metadata,nodegoat_id,id,16004406,
metadata,qid,externalid,Q877670,http://wwww.wikidata.org/entity/
metadata,aliases,string,Muzaffarids of Iran,
