category,faam_property,type,value,base_url
metadata,label,string,play,
metadata,description,string,"theatrical dramatic work intended to be performed by actors (in theatre, radio or recorded for TV)",
metadata,aliases,string,drama,
metadata,aliases,string,drama play,
metadata,aliases,string,dramas,
metadata,aliases,string,dramatic theatrical work,
metadata,aliases,string,plays,
metadata,aliases,string,stage drama,
metadata,aliases,string,stage play,
metadata,aliases,string,theater play,
metadata,aliases,string,theatre drama,
metadata,aliases,string,theatre play,
metadata,aliases,string,theatrical play,
metadata,aliases,string,staged dramatic work,
metadata,aliases,string,theatrical dramatic work,
metadata,aliases,string,play,
metadata,qid,externalid,Q25379,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,16002538,
