category,faam_property,type,value,base_url
metadata,label,string,Austrian Empire,
metadata,description,string,Central European multinational Empire from 1804 to 1867,
metadata,aliases,string,Austria,
metadata,aliases,string,Kaiserthum Österreich,
metadata,aliases,string,Austrian Empire,
metadata,qid,externalid,Q131964,http://wwww.wikidata.org/entity/
metadata,nodegoat_id,id,15998370,
