category,faam_property,type,value,base_url
metadata,label,string,men's chorus,
metadata,label,string,men's chorus,
metadata,description,string,choir consisting of men,
metadata,nodegoat_id,id,15990631,
metadata,qid,externalid,Q1684352,http://wwww.wikidata.org/entity/
metadata,aliases,string,male-voice choir,
metadata,aliases,string,male voice choir,
metadata,aliases,string,male choir,
metadata,aliases,string,men's choir,
metadata,aliases,string,male chorus,
metadata,aliases,string,mens chorus,
metadata,aliases,string,men's chorus,
