category,faam_property,type,value,base_url
metadata,label,string,Hafez,
metadata,label,string,Hafez,
metadata,description,string,,
metadata,description,string,Persian poet and mystic,
metadata,id,id,Yq8Hxvkr,
metadata,nodegoat_id,id,16002513,
metadata,qid,externalid,Q6240,http://wwww.wikidata.org/entity/
metadata,aliases,string,Khāja Shamsu Dīn Muhammad Hāfez-e Shīrāzī,
metadata,aliases,string,Ḥāfiz,
metadata,aliases,string,Shamsoddin Mohammad Hafez-e Shirazi,
metadata,aliases,string,Ḥāfeẓ,
metadata,aliases,string,Moḥammed Shams od-Dīn Ḥafeẓ,
metadata,aliases,string,Ḥāfiẓ,
metadata,aliases,string,of Shiraz Šams-al-Din Moḥammad,
metadata,aliases,string,Ḥāfiẓ Shīrāzī,
metadata,aliases,string,Shams al-Dīn Muḥammad Shīrāzī,
metadata,aliases,string,Shams-ud-Din Mohammed,
metadata,aliases,string,Moḥammed Šams al-Dīn Ḥafeẓ,
metadata,aliases,string,Hafiz,
metadata,aliases,string,Khafiz,
metadata,aliases,string,Hafis,
metadata,aliases,string,Haafiz,
metadata,aliases,string,Häfiz,
metadata,aliases,string,Anacreon of Persia,
metadata,aliases,string,Hafez,
